HEAD,RELATION,TAIL
维拉帕米,adverse_reaction,发热
发热,adverse_reaction_of,维拉帕米
维拉帕米,adverse_reaction,心悸
心悸,adverse_reaction_of,维拉帕米
维拉帕米,adverse_reaction,皮疹
皮疹,adverse_reaction_of,维拉帕米
维拉帕米,adverse_reaction,耳鸣
耳鸣,adverse_reaction_of,维拉帕米
维拉帕米,adverse_reaction,腹胀
腹胀,adverse_reaction_of,维拉帕米
维生素b2片,to_treat,脂溢性皮炎
脂溢性皮炎,treated_by,维生素b2片
维生素b6软膏,to_treat,脂溢性皮炎
脂溢性皮炎,treated_by,维生素b6软膏
维生素b6软膏,to_treat,湿疹
湿疹,treated_by,维生素b6软膏
维生素b6软膏,adverse_reaction,皮疹
皮疹,adverse_reaction_of,维生素b6软膏
维生素d滴剂,adverse_reaction,呕吐
呕吐,adverse_reaction_of,维生素d滴剂
维生素d滴剂,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,维生素d滴剂
维生素d滴剂,adverse_reaction,发热
发热,adverse_reaction_of,维生素d滴剂
维生素d滴剂,adverse_reaction,便秘
便秘,adverse_reaction_of,维生素d滴剂
维生素e,to_treat,动脉硬化
动脉硬化,treated_by,维生素e
维生素e,to_treat,流产
流产,treated_by,维生素e
维生素e,to_treat,心肌缺血
心肌缺血,treated_by,维生素e
维生素e,to_treat,糖尿病
糖尿病,treated_by,维生素e
维生素e,to_treat,心脏疾病
心脏疾病,treated_by,维生素e
维生素e,adverse_reaction,发热
发热,adverse_reaction_of,维生素e
维生素e,adverse_reaction,无力
无力,adverse_reaction_of,维生素e
维生素e,adverse_reaction,水肿
水肿,adverse_reaction_of,维生素e
维生素e,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,维生素e
维生素e,adverse_reaction,腹痛
腹痛,adverse_reaction_of,维生素e
维生素e,adverse_reaction,贫血
贫血,adverse_reaction_of,维生素e
维生素e,adverse_reaction,呕吐
呕吐,adverse_reaction_of,维生素e
维生素e,adverse_reaction,脱屑
脱屑,adverse_reaction_of,维生素e
维生素e,adverse_reaction,乏力
乏力,adverse_reaction_of,维生素e
维生素e,adverse_reaction,食欲不振
食欲不振,adverse_reaction_of,维生素e
维生素e,adverse_reaction,皮肤瘙痒
皮肤瘙痒,adverse_reaction_of,维生素e
维生素e,adverse_reaction,恶心
恶心,adverse_reaction_of,维生素e
维生素e,adverse_reaction,阴道出血
阴道出血,adverse_reaction_of,维生素e
维生素e,adverse_reaction,出血......
出血......,adverse_reaction_of,维生素e
维生素e,adverse_reaction,唇炎
唇炎,adverse_reaction_of,维生素e
维生素e,adverse_reaction,糖尿病
糖尿病,adverse_reaction_of,维生素e
维生素e,adverse_reaction,瘙痒症
瘙痒症,adverse_reaction_of,维生素e
维生素e,adverse_reaction,头晕....
头晕....,adverse_reaction_of,维生素e
维生素e,adverse_reaction,疼痛
疼痛,adverse_reaction_of,维生素e
维生素e,adverse_reaction,疲劳
疲劳,adverse_reaction_of,维生素e
维胺酯,adverse_reaction,胃肠道症状
胃肠道症状,adverse_reaction_of,维胺酯
维胺酯,adverse_reaction,抑郁症
抑郁症,adverse_reaction_of,维胺酯
维胺酯,adverse_reaction,出血......
出血......,adverse_reaction_of,维胺酯
维胺酯,adverse_reaction,水肿
水肿,adverse_reaction_of,维胺酯
维胺酯,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,维胺酯
维胺酯,adverse_reaction,感染
感染,adverse_reaction_of,维胺酯
维胺酯,to_treat,痤疮
痤疮,treated_by,维胺酯
维胺酯,to_treat,囊肿性痤疮
囊肿性痤疮,treated_by,维胺酯
维胺酯,to_treat,皮肤病
皮肤病,treated_by,维胺酯
维胺酯维e乳膏,to_treat,痤疮
痤疮,treated_by,维胺酯维e乳膏
柠檬酸喜地纳芬,adverse_reaction,头晕....
头晕....,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,血尿
血尿,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,高血压
高血压,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,水肿
水肿,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,心脏疾病
心脏疾病,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,头痛
头痛,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,疼痛
疼痛,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,功能性消化不良
功能性消化不良,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,柠檬酸喜地纳芬
柠檬酸喜地纳芬,adverse_reaction,鼻塞
鼻塞,adverse_reaction_of,柠檬酸喜地纳芬
稳心颗粒,to_treat,胸痛
胸痛,treated_by,稳心颗粒
稳心颗粒,to_treat,心悸
心悸,treated_by,稳心颗粒
稳心颗粒,to_treat,心律失常
心律失常,treated_by,稳心颗粒
滋养细胞肿瘤,complication_to,出血......
出血......,complication_to,滋养细胞肿瘤
滋养细胞肿瘤,contains_symptom,出血......
出血......,symptom_of,滋养细胞肿瘤
滋养细胞肿瘤,contains_symptom,大
大,symptom_of,滋养细胞肿瘤
滋养细胞肿瘤,contains_symptom,流产
流产,symptom_of,滋养细胞肿瘤
滑囊炎,contains_symptom,水肿
水肿,symptom_of,滑囊炎
滑囊炎,contains_symptom,结节
结节,symptom_of,滑囊炎
滑囊炎,contains_symptom,压痛
压痛,symptom_of,滑囊炎
滑囊炎,contains_symptom,痛风
痛风,symptom_of,滑囊炎
滑囊炎,contains_symptom,疼痛
疼痛,symptom_of,滑囊炎
滑囊炎,treated_by,醋酸
醋酸,to_treat,滑囊炎
滑囊炎,treated_by,氢化可的松
氢化可的松,to_treat,滑囊炎
滑石粉尘肺,complication_to,肿瘤
肿瘤,complication_to,滑石粉尘肺
翁沥通胶囊,adverse_reaction,恶心
恶心,adverse_reaction_of,翁沥通胶囊
翁沥通胶囊,adverse_reaction,头晕....
头晕....,adverse_reaction_of,翁沥通胶囊
翁沥通胶囊,to_treat,排尿困难及尿潴留
排尿困难及尿潴留,treated_by,翁沥通胶囊
翁沥通胶囊,to_treat,尿急
尿急,treated_by,翁沥通胶囊
翁沥通胶囊,to_treat,尿频
尿频,treated_by,翁沥通胶囊
翁沥通胶囊,to_treat,前列腺增生
前列腺增生,treated_by,翁沥通胶囊
沙丁胺醇,adverse_reaction,异丙肾上腺素
异丙肾上腺素,adverse_reaction_of,沙丁胺醇
沙丁胺醇,adverse_reaction,恶心
恶心,adverse_reaction_of,沙丁胺醇
沙丁胺醇气雾剂,to_treat,喘息
喘息,treated_by,沙丁胺醇气雾剂
沙丁胺醇气雾剂,to_treat,支气管炎
支气管炎,treated_by,沙丁胺醇气雾剂
沙丁胺醇气雾剂,to_treat,哮喘
哮喘,treated_by,沙丁胺醇气雾剂
沙利度胺,adverse_reaction,皮疹
皮疹,adverse_reaction_of,沙利度胺
沙利度胺,adverse_reaction,恶心
恶心,adverse_reaction_of,沙利度胺
沙眼病,contains_symptom,疼痛
疼痛,symptom_of,沙眼病
沙眼病,contains_symptom,感染
感染,symptom_of,沙眼病
沙眼病,contains_symptom,高热
高热,symptom_of,沙眼病
沙眼病,contains_symptom,结膜炎
结膜炎,symptom_of,沙眼病
沙眼病,contains_symptom,咽部异物感
咽部异物感,symptom_of,沙眼病
沙眼病,complication_to,感染
感染,complication_to,沙眼病
沙苑子,to_treat,遗精
遗精,treated_by,沙苑子
沙苑子,to_treat,早泄
早泄,treated_by,沙苑子
沙苑子,to_treat,腰痛
腰痛,treated_by,沙苑子
沙苑子,to_treat,尿频
尿频,treated_by,沙苑子
南沙参,to_treat,口干
口干,treated_by,南沙参
南沙参,to_treat,阴虚
阴虚,treated_by,南沙参
南沙参,to_treat,干咳
干咳,treated_by,南沙参
安立泽,to_treat,糖尿
糖尿,treated_by,安立泽
安立泽,to_treat,糖尿病
糖尿病,treated_by,安立泽
安立泽,to_treat,胰岛素依赖性糖尿病
胰岛素依赖性糖尿病,treated_by,安立泽
安立泽,to_treat,酮症酸中毒
酮症酸中毒,treated_by,安立泽
安立泽,to_treat,糖尿病酮症酸中毒
糖尿病酮症酸中毒,treated_by,安立泽
安立泽,adverse_reaction,低血糖
低血糖,adverse_reaction_of,安立泽
安立泽,adverse_reaction,糖尿
糖尿,adverse_reaction_of,安立泽
安立泽,adverse_reaction,呕吐
呕吐,adverse_reaction_of,安立泽
天统,to_treat,感染
感染,treated_by,天统
天统,to_treat,肺炎
肺炎,treated_by,天统
天统,adverse_reaction,心悸
心悸,adverse_reaction_of,天统
天统,adverse_reaction,感染
感染,adverse_reaction_of,天统
天统,adverse_reaction,肺炎
肺炎,adverse_reaction_of,天统
天统,adverse_reaction,头痛
头痛,adverse_reaction_of,天统
巴洛沙星胶囊,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,巴洛沙星胶囊
巴洛沙星胶囊,adverse_reaction,恶心
恶心,adverse_reaction_of,巴洛沙星胶囊
巴洛沙星胶囊,adverse_reaction,便秘
便秘,adverse_reaction_of,巴洛沙星胶囊
巴洛沙星胶囊,to_treat,感染
感染,treated_by,巴洛沙星胶囊
巴洛沙星胶囊,to_treat,泌尿道感染
泌尿道感染,treated_by,巴洛沙星胶囊
喹硫平,adverse_reaction,心律失常
心律失常,adverse_reaction_of,喹硫平
喹硫平,adverse_reaction,焦虑障碍
焦虑障碍,adverse_reaction_of,喹硫平
喹硫平,adverse_reaction,震颤
震颤,adverse_reaction_of,喹硫平
喹硫平,adverse_reaction,胆固醇肺炎
胆固醇肺炎,adverse_reaction_of,喹硫平
喹硫平,adverse_reaction,精神疾病
精神疾病,adverse_reaction_of,喹硫平
喹硫平,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,喹硫平
思然,to_treat,刺痛
刺痛,treated_by,思然
思连康,to_treat,便秘
便秘,treated_by,思连康
思连康,to_treat,功能性消化不良
功能性消化不良,treated_by,思连康
思连康,to_treat,腹泻病
腹泻病,treated_by,思连康
恶心,related_to,胰头癌
胰头癌,related_to,恶心
恶性淋巴瘤,contains_symptom,呕吐
呕吐,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,咳嗽
咳嗽,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,体重减轻
体重减轻,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,淋巴结肿大
淋巴结肿大,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,恶心
恶心,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,贫血
贫血,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,高血压脑出血
高血压脑出血,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,结节
结节,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,发热
发热,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,食管癌
食管癌,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,感染
感染,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,乏力
乏力,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,肿瘤
肿瘤,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,上消化道出血
上消化道出血,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,胸腔积液
胸腔积液,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,多汗症
多汗症,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,出血......
出血......,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,消瘦
消瘦,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,皮肤病
皮肤病,symptom_of,恶性淋巴瘤
恶性淋巴瘤,contains_symptom,十二指肠旁疝
十二指肠旁疝,symptom_of,恶性淋巴瘤
恶性淋巴瘤,complication_to,贫血
贫血,complication_to,恶性淋巴瘤
恶性淋巴瘤,complication_to,肠梗阻
肠梗阻,complication_to,恶性淋巴瘤
恶性淋巴瘤,complication_to,咳嗽
咳嗽,complication_to,恶性淋巴瘤
恶性淋巴瘤,complication_to,发热
发热,complication_to,恶性淋巴瘤
恶性淋巴瘤,complication_to,感染
感染,complication_to,恶性淋巴瘤
恶性淋巴瘤,complication_to,淋巴瘤
淋巴瘤,complication_to,恶性淋巴瘤
眼睑基底细胞癌,contains_symptom,肿瘤
肿瘤,symptom_of,眼睑基底细胞癌
眼睑基底细胞癌,contains_symptom,结节
结节,symptom_of,眼睑基底细胞癌
眼睑基底细胞癌,complication_to,肿瘤
肿瘤,complication_to,眼睑基底细胞癌
恶性肿瘤,check_item,核磁共振成像mri
核磁共振成像mri,checked_for,恶性肿瘤
恶性肿瘤,contains_symptom,贫血
贫血,symptom_of,恶性肿瘤
恶性肿瘤,contains_symptom,上消化道出血
上消化道出血,symptom_of,恶性肿瘤
恶性肿瘤,related_to,肾小球肾炎
肾小球肾炎,related_to,恶性肿瘤
阿司咪唑,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,阿司咪唑
阿司咪唑,adverse_reaction,皮疹
皮疹,adverse_reaction_of,阿司咪唑
阿司咪唑,to_treat,鼻炎
鼻炎,treated_by,阿司咪唑
阿司咪唑,to_treat,变应性鼻炎
变应性鼻炎,treated_by,阿司咪唑
阿司咪唑,to_treat,荨麻疹
荨麻疹,treated_by,阿司咪唑
息肉,check_item,腹腔镜检查
腹腔镜检查,checked_for,息肉
息肉,related_to,鼻息肉病
鼻息肉病,related_to,息肉
息肉,related_to,子宫内膜息肉
子宫内膜息肉,related_to,息肉
胆囊息肉,complication_to,胆囊癌
胆囊癌,complication_to,胆囊息肉
胆囊息肉,contains_symptom,胆固醇肺炎
胆固醇肺炎,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,急性胆囊炎
急性胆囊炎,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,肿瘤
肿瘤,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,腹痛
腹痛,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,黄疸
黄疸,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,胆囊炎
胆囊炎,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,出血......
出血......,symptom_of,胆囊息肉
胆囊息肉,contains_symptom,疼痛
疼痛,symptom_of,胆囊息肉
珍珠状阴茎丘疹,contains_symptom,丘疹
丘疹,symptom_of,珍珠状阴茎丘疹
珍珠状阴茎丘疹,contains_symptom,疼痛
疼痛,symptom_of,珍珠状阴茎丘疹
班赛,to_treat,痤疮
痤疮,treated_by,班赛
稀便,related_to,腹泻病
腹泻病,related_to,稀便
西酞普兰,adverse_reaction,无力
无力,adverse_reaction_of,西酞普兰
西酞普兰,adverse_reaction,勃起功能障碍
勃起功能障碍,adverse_reaction_of,西酞普兰
西酞普兰,adverse_reaction,乏力
乏力,adverse_reaction_of,西酞普兰
西酞普兰,adverse_reaction,室性心动过速
室性心动过速,adverse_reaction_of,西酞普兰
西酞普兰,adverse_reaction,呕吐
呕吐,adverse_reaction_of,西酞普兰
西酞普兰,adverse_reaction,抑郁症
抑郁症,adverse_reaction_of,西酞普兰
西酞普兰,to_treat,抑郁症
抑郁症,treated_by,西酞普兰
西帕依固龈液,to_treat,牙龈出血
牙龈出血,treated_by,西帕依固龈液
西帕依固龈液,to_treat,出血......
出血......,treated_by,西帕依固龈液
华素,adverse_reaction,口腔黏膜炎
口腔黏膜炎,adverse_reaction_of,华素
华素,to_treat,口腔黏膜炎
口腔黏膜炎,treated_by,华素
华素,to_treat,咽喉炎
咽喉炎,treated_by,华素
西黄胶囊,to_treat,淋巴结炎
淋巴结炎,treated_by,西黄胶囊
二甲硅油二氧化硅,to_treat,腹胀
腹胀,treated_by,二甲硅油二氧化硅
二甲硅油二氧化硅,to_treat,胀气
胀气,treated_by,二甲硅油二氧化硅
捷诺维,adverse_reaction,呕吐
呕吐,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,肾功能衰竭
肾功能衰竭,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,腹痛
腹痛,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,皮疹
皮疹,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,恶心
恶心,adverse_reaction_of,捷诺维
捷诺维,adverse_reaction,糖尿病
糖尿病,adverse_reaction_of,捷诺维
捷诺维,to_treat,糖尿病
糖尿病,treated_by,捷诺维
西咪替丁,adverse_reaction,头晕....
头晕....,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,脱发
脱发,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,恶心
恶心,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,早搏
早搏,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,皮疹
皮疹,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,腹胀
腹胀,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,发热
发热,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,反流食管炎
反流食管炎,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,乏力
乏力,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,瘫痪
瘫痪,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,皮肤干燥
皮肤干燥,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,感染
感染,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,溃疡
溃疡,adverse_reaction_of,西咪替丁
西咪替丁,adverse_reaction,消化性溃疡
消化性溃疡,adverse_reaction_of,西咪替丁
西咪替丁,to_treat,食管炎
食管炎,treated_by,西咪替丁
西咪替丁,to_treat,脱发
脱发,treated_by,西咪替丁
西咪替丁,to_treat,疱疹
疱疹,treated_by,西咪替丁
西咪替丁,to_treat,痤疮
痤疮,treated_by,西咪替丁
桂林西瓜霜,to_treat,扁桃体炎
扁桃体炎,treated_by,桂林西瓜霜
桂林西瓜霜,to_treat,清热解毒片
清热解毒片,treated_by,桂林西瓜霜
桂林西瓜霜,to_treat,慢性咽炎
慢性咽炎,treated_by,桂林西瓜霜
桂林西瓜霜,to_treat,口腔黏膜炎
口腔黏膜炎,treated_by,桂林西瓜霜
桂林西瓜霜,to_treat,咽炎
咽炎,treated_by,桂林西瓜霜
桂林西瓜霜,to_treat,出血......
出血......,treated_by,桂林西瓜霜
西瓜霜润喉片,to_treat,喉炎
喉炎,treated_by,西瓜霜润喉片
西瓜霜润喉片,to_treat,咽喉炎
咽喉炎,treated_by,西瓜霜润喉片
西瓜霜润喉片,to_treat,急性咽喉炎
急性咽喉炎,treated_by,西瓜霜润喉片
西瓜霜润喉片,to_treat,扁桃体炎
扁桃体炎,treated_by,西瓜霜润喉片
西妥昔单抗,to_treat,直肠癌
直肠癌,treated_by,西妥昔单抗
西妥昔单抗,to_treat,支气管肺癌
支气管肺癌,treated_by,西妥昔单抗
西沙必利,adverse_reaction,反流食管炎
反流食管炎,adverse_reaction_of,西沙必利
西沙必利,to_treat,糖尿病
糖尿病,treated_by,西沙必利
西沙必利,to_treat,呕吐
呕吐,treated_by,西沙必利
西沙必利,to_treat,便秘
便秘,treated_by,西沙必利
安脱达,to_treat,哮喘
哮喘,treated_by,安脱达
安脱达,to_treat,鼻炎
鼻炎,treated_by,安脱达
安脱达,to_treat,尘螨过敏性哮喘
尘螨过敏性哮喘,treated_by,安脱达
远视屈光度数增加,related_to,视物模糊
视物模糊,related_to,远视屈光度数增加
远视屈光度数增加,related_to,远视
远视,related_to,远视屈光度数增加
屈光参差,contains_symptom,弱视
弱视,symptom_of,屈光参差
屈光参差,contains_symptom,斜视
斜视,symptom_of,屈光参差
屈光不正,contains_symptom,结膜炎
结膜炎,symptom_of,屈光不正
屈光不正,contains_symptom,远视
远视,symptom_of,屈光不正
屈光不正,contains_symptom,疲劳
疲劳,symptom_of,屈光不正
屈光不正,contains_symptom,紧张
紧张,symptom_of,屈光不正
屈光不正,contains_symptom,头痛
头痛,symptom_of,屈光不正
屈光不正,contains_symptom,疼痛
疼痛,symptom_of,屈光不正
屈光不正,contains_symptom,散光
散光,symptom_of,屈光不正
屈螺酮炔雌醇,adverse_reaction,头痛
头痛,adverse_reaction_of,屈螺酮炔雌醇
玉屏风散,to_treat,舌苔薄白
舌苔薄白,treated_by,玉屏风散
玉屏风散,to_treat,麻疹感染
麻疹感染,treated_by,玉屏风散
玉屏风散,to_treat,多汗症
多汗症,treated_by,玉屏风散
玉屏风散,to_treat,寒冷性荨麻疹
寒冷性荨麻疹,treated_by,玉屏风散
玉屏风散,to_treat,荨麻疹
荨麻疹,treated_by,玉屏风散
呼吸暂停症,contains_symptom,腹泻病
腹泻病,symptom_of,呼吸暂停症
呼吸暂停症,contains_symptom,抽搐
抽搐,symptom_of,呼吸暂停症
暴发性痤疮,contains_symptom,皮疹
皮疹,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,头痛
头痛,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,关节痛
关节痛,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,疼痛
疼痛,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,发热
发热,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,贫血
贫血,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,痛风
痛风,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,结节
结节,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,溃疡
溃疡,symptom_of,暴发性痤疮
暴发性痤疮,contains_symptom,食欲不振
食欲不振,symptom_of,暴发性痤疮
暴发性痤疮,treated_by,左旋咪唑
左旋咪唑,to_treat,暴发性痤疮
暴发性痤疮,treated_by,异维a酸
异维a酸,to_treat,暴发性痤疮
暴发性痤疮,treated_by,维a酸
维a酸,to_treat,暴发性痤疮
系统性红斑狼疮,contains_symptom,头痛
头痛,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,肾损害
肾损害,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,偏瘫
偏瘫,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,呼吸困难
呼吸困难,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,脱发
脱发,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,皮疹
皮疹,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,癫痫持续状态
癫痫持续状态,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,溃疡
溃疡,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,胸痛
胸痛,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,发热
发热,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,乏力
乏力,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,关节肿胀
关节肿胀,symptom_of,系统性红斑狼疮
系统性红斑狼疮,contains_symptom,咳嗽
咳嗽,symptom_of,系统性红斑狼疮
系统性红斑狼疮,related_to,肾小球肾炎
肾小球肾炎,related_to,系统性红斑狼疮
系统性红斑狼疮,related_to,痛风
痛风,related_to,系统性红斑狼疮
系统性红斑狼疮,check_item,免疫病理检查
免疫病理检查,checked_for,系统性红斑狼疮
系统性红斑狼疮,check_item,尿常规异常
尿常规异常,checked_for,系统性红斑狼疮
系统性红斑狼疮,treated_by,甲氨蝶呤
甲氨蝶呤,to_treat,系统性红斑狼疮
系统性红斑狼疮,treated_by,人血丙种球蛋白
人血丙种球蛋白,to_treat,系统性红斑狼疮
系统性红斑狼疮,treated_by,先天性肾上腺皮质增生症
先天性肾上腺皮质增生症,to_treat,系统性红斑狼疮
系统性红斑狼疮,treated_by,转移因子
转移因子,to_treat,系统性红斑狼疮
系统性红斑狼疮,treated_by,人血白蛋白
人血白蛋白,to_treat,系统性红斑狼疮
系统性红斑狼疮,treated_by,地塞米松
地塞米松,to_treat,系统性红斑狼疮
系统性红斑狼疮,complication_to,非肾小球性血尿
非肾小球性血尿,complication_to,系统性红斑狼疮
系统性红斑狼疮,complication_to,狼疮肾炎
狼疮肾炎,complication_to,系统性红斑狼疮
系统性红斑狼疮,complication_to,尿毒症
尿毒症,complication_to,系统性红斑狼疮
系统性红斑狼疮,caused_by,紫外线性眼炎
紫外线性眼炎,lead_to,系统性红斑狼疮
系统性红斑狼疮,caused_by,感染
感染,lead_to,系统性红斑狼疮
咽部有异物感,related_to,慢性咽炎
慢性咽炎,related_to,咽部有异物感
腺样体肥大,contains_symptom,夜惊
夜惊,symptom_of,腺样体肥大
腺样体肥大,contains_symptom,张口呼吸
张口呼吸,symptom_of,腺样体肥大
腺样体肥大,contains_symptom,反应迟钝
反应迟钝,symptom_of,腺样体肥大
腺样体肥大,contains_symptom,遗尿
遗尿,symptom_of,腺样体肥大
腺样体肥大,treated_by,地塞米松
地塞米松,to_treat,腺样体肥大
腺样体肥大,treated_by,赛洛唑啉
赛洛唑啉,to_treat,腺样体肥大
腺样体肥大,complication_to,呼吸道感染
呼吸道感染,complication_to,腺样体肥大
腺样体肥大,complication_to,慢性扁桃体炎
慢性扁桃体炎,complication_to,腺样体肥大
腺样体肥大,complication_to,非化脓性中耳炎
非化脓性中耳炎,complication_to,腺样体肥大
咽炎,contains_symptom,恶心
恶心,symptom_of,咽炎
咽炎,contains_symptom,急性咽炎
急性咽炎,symptom_of,咽炎
咽炎,contains_symptom,畏寒
畏寒,symptom_of,咽炎
咽炎,contains_symptom,咽痛
咽痛,symptom_of,咽炎
咽炎,contains_symptom,呼吸困难
呼吸困难,symptom_of,咽炎
咽炎,contains_symptom,耳鸣
耳鸣,symptom_of,咽炎
咽炎,contains_symptom,惊厥
惊厥,symptom_of,咽炎
咽炎,contains_symptom,头痛
头痛,symptom_of,咽炎
咽炎,contains_symptom,耳痛
耳痛,symptom_of,咽炎
咽炎,contains_symptom,咳嗽
咳嗽,symptom_of,咽炎
咽炎,contains_symptom,疼痛
疼痛,symptom_of,咽炎
咽炎,contains_symptom,发热
发热,symptom_of,咽炎
咽炎,contains_symptom,慢性咽炎
慢性咽炎,symptom_of,咽炎
咽炎,contains_symptom,口渴
口渴,symptom_of,咽炎
咽炎,contains_symptom,呕吐
呕吐,symptom_of,咽炎
咽炎,contains_symptom,感染
感染,symptom_of,咽炎
咽炎,treated_by,球红霉素
球红霉素,to_treat,咽炎
咽炎,caused_by,病毒感染
病毒感染,lead_to,咽炎
咽炎,caused_by,发热
发热,lead_to,咽炎
咽炎,caused_by,淋巴结肿大
淋巴结肿大,lead_to,咽炎
咽炎含片,to_treat,咽炎
咽炎,treated_by,咽炎含片
咽炎片,to_treat,清热解毒片
清热解毒片,treated_by,咽炎片
咽炎片,to_treat,咽炎
咽炎,treated_by,咽炎片
咽炎片,to_treat,咳嗽
咳嗽,treated_by,咽炎片
咳特灵片,to_treat,发热
发热,treated_by,咳特灵片
咳特灵片,to_treat,咳嗽
咳嗽,treated_by,咳特灵片
咳特灵片,to_treat,打喷嚏
打喷嚏,treated_by,咳特灵片
咳特灵片,to_treat,鼻塞
鼻塞,treated_by,咳特灵片
咳特灵片,to_treat,支气管炎
支气管炎,treated_by,咳特灵片
咳特灵片,to_treat,头痛
