HEAD,RELATION,TAIL
氨曲南,to_treat,感染
感染,treated_by,氨曲南
氨曲南,to_treat,......咳嗽
......咳嗽,treated_by,氨曲南
前列腺炎,contains_symptom,感染
感染,symptom_of,前列腺炎
前列腺炎,contains_symptom,疲乏
疲乏,symptom_of,前列腺炎
前列腺炎,contains_symptom,勃起功能障碍
勃起功能障碍,symptom_of,前列腺炎
前列腺炎,contains_symptom,早泄
早泄,symptom_of,前列腺炎
前列腺炎,contains_symptom,无力
无力,symptom_of,前列腺炎
前列腺炎,contains_symptom,性功能障碍
性功能障碍,symptom_of,前列腺炎
前列腺炎,contains_symptom,寒战
寒战,symptom_of,前列腺炎
前列腺炎,contains_symptom,尿潴留
尿潴留,symptom_of,前列腺炎
前列腺炎,contains_symptom,泌尿道感染
泌尿道感染,symptom_of,前列腺炎
前列腺炎,contains_symptom,排尿困难及尿潴留
排尿困难及尿潴留,symptom_of,前列腺炎
前列腺炎,contains_symptom,尿痛
尿痛,symptom_of,前列腺炎
前列腺炎,contains_symptom,膀胱炎
膀胱炎,symptom_of,前列腺炎
前列腺炎,contains_symptom,尿频
尿频,symptom_of,前列腺炎
前列腺炎,contains_symptom,尿急
尿急,symptom_of,前列腺炎
前列腺炎,contains_symptom,排尿不畅
排尿不畅,symptom_of,前列腺炎
前列腺炎,contains_symptom,......压痛
......压痛,symptom_of,前列腺炎
前列腺炎,contains_symptom,疼痛...
疼痛...,symptom_of,前列腺炎
前列腺炎,contains_symptom,发热
发热,symptom_of,前列腺炎
前列腺炎,contains_symptom,高热
高热,symptom_of,前列腺炎
前列腺炎,complication_to,充血
充血,complication_to,前列腺炎
前列腺炎,complication_to,精囊炎
精囊炎,complication_to,前列腺炎
前列腺炎,complication_to,附睾炎
附睾炎,complication_to,前列腺炎
前列腺炎,complication_to,勃起功能障碍
勃起功能障碍,complication_to,前列腺炎
前列腺炎,complication_to,细菌性前列腺炎
细菌性前列腺炎,complication_to,前列腺炎
前列腺炎,complication_to,痛风
痛风,complication_to,前列腺炎
前列腺炎,complication_to,早泄
早泄,complication_to,前列腺炎
前列腺炎,complication_to,慢性前列腺炎
慢性前列腺炎,complication_to,前列腺炎
前列腺炎,complication_to,疲劳
疲劳,complication_to,前列腺炎
前列腺炎,complication_to,淋巴结肿大
淋巴结肿大,complication_to,前列腺炎
前列腺炎,complication_to,水肿
水肿,complication_to,前列腺炎
前列腺炎,complication_to,失眠症
失眠症,complication_to,前列腺炎
前列腺炎,complication_to,尿潴留
尿潴留,complication_to,前列腺炎
前列腺炎,complication_to,排尿困难及尿潴留
排尿困难及尿潴留,complication_to,前列腺炎
前列腺炎,complication_to,血精
血精,complication_to,前列腺炎
前列腺炎,complication_to,乏力
乏力,complication_to,前列腺炎
前列腺炎,complication_to,性欲减退
性欲减退,complication_to,前列腺炎
前列腺炎,complication_to,疼痛...
疼痛...,complication_to,前列腺炎
前列腺炎,complication_to,紧张
紧张,complication_to,前列腺炎
前列腺炎,complication_to,发热
发热,complication_to,前列腺炎
前列腺炎,complication_to,性功能障碍
性功能障碍,complication_to,前列腺炎
前列腺炎,treated_by,托特罗定
托特罗定,to_treat,前列腺炎
前列腺炎,treated_by,前列欣胶囊
前列欣胶囊,to_treat,前列腺炎
前列腺炎,treated_by,坦洛新
坦洛新,to_treat,前列腺炎
前列腺炎,treated_by,小儿变应性亚败血症综合征
小儿变应性亚败血症综合征,to_treat,前列腺炎
前列腺炎,related_to,慢性前列腺炎
慢性前列腺炎,related_to,前列腺炎
前列腺炎,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,前列腺炎
隐球菌病,contains_symptom,脑炎
脑炎,symptom_of,隐球菌病
隐球菌病,contains_symptom,咳痰
咳痰,symptom_of,隐球菌病
隐球菌病,contains_symptom,感染
感染,symptom_of,隐球菌病
隐球菌病,contains_symptom,恶心
恶心,symptom_of,隐球菌病
隐球菌病,contains_symptom,肿瘤
肿瘤,symptom_of,隐球菌病
隐球菌病,contains_symptom,......咳嗽
......咳嗽,symptom_of,隐球菌病
隐球菌病,contains_symptom,肺炎
肺炎,symptom_of,隐球菌病
隐球菌病,contains_symptom,头痛
头痛,symptom_of,隐球菌病
隐球菌病,contains_symptom,结节
结节,symptom_of,隐球菌病
隐球菌病,contains_symptom,免疫力降低
免疫力降低,symptom_of,隐球菌病
隐球菌病,contains_symptom,hiv感染
hiv感染,symptom_of,隐球菌病
隐球菌病,related_to,感染
感染,related_to,隐球菌病
隐球菌病,related_to,脑炎
脑炎,related_to,隐球菌病
隐球菌病,related_to,肺炎
肺炎,related_to,隐球菌病
隐球菌病,related_to,咳嗽变异型哮喘
咳嗽变异型哮喘,related_to,隐球菌病
白塞病,contains_symptom,血尿......
血尿......,symptom_of,白塞病
白塞病,contains_symptom,水肿
水肿,symptom_of,白塞病
白塞病,contains_symptom,腹痛
腹痛,symptom_of,白塞病
白塞病,contains_symptom,血管炎
血管炎,symptom_of,白塞病
白塞病,contains_symptom,..............毛囊炎
..............毛囊炎,symptom_of,白塞病
白塞病,contains_symptom,结节
结节,symptom_of,白塞病
白塞病,contains_symptom,溃疡
溃疡,symptom_of,白塞病
白塞病,contains_symptom,出血
出血,symptom_of,白塞病
白塞病,contains_symptom,葡萄膜炎
葡萄膜炎,symptom_of,白塞病
白塞病,contains_symptom,乏力
乏力,symptom_of,白塞病
白塞病,contains_symptom,关节痛
关节痛,symptom_of,白塞病
白塞病,contains_symptom,疼痛...
疼痛...,symptom_of,白塞病
白塞病,contains_symptom,耳鸣
耳鸣,symptom_of,白塞病
白塞病,contains_symptom,结节性红斑
结节性红斑,symptom_of,白塞病
白塞病,contains_symptom,胃火
胃火,symptom_of,白塞病
白塞病,complication_to,动脉瘤
动脉瘤,complication_to,白塞病
白塞病,complication_to,血管炎
血管炎,complication_to,白塞病
白塞病,complication_to,出血
出血,complication_to,白塞病
白塞病,complication_to,溃疡
溃疡,complication_to,白塞病
白塞病,complication_to,高血压
高血压,complication_to,白塞病
白塞病,complication_to,血尿......
血尿......,complication_to,白塞病
白塞病,complication_to,痛风
痛风,complication_to,白塞病
白塞病,check_item,血管造影检查
血管造影检查,checked_for,白塞病
白塞病,treated_by,甲泼尼龙
甲泼尼龙,to_treat,白塞病
白塞病,treated_by,沙利度胺
沙利度胺,to_treat,白塞病
白塞病,treated_by,环孢素
环孢素,to_treat,白塞病
白塞病,treated_by,泼尼松
泼尼松,to_treat,白塞病
白塞病,caused_by,感染
感染,lead_to,白塞病
白塞病,caused_by,口腔黏膜炎
口腔黏膜炎,lead_to,白塞病
白塞病,related_to,口腔黏膜炎
口腔黏膜炎,related_to,白塞病
白塞病,related_to,复发性髌骨脱位
复发性髌骨脱位,related_to,白塞病
白塞病,related_to,肝功能衰竭
肝功能衰竭,related_to,白塞病
美常安,to_treat,腹胀
腹胀,treated_by,美常安
美常安,to_treat,腹泻病
腹泻病,treated_by,美常安
美常安,to_treat,肠炎
肠炎,treated_by,美常安
美常安,to_treat,功能性消化不良
功能性消化不良,treated_by,美常安
美常安,to_treat,便秘
便秘,treated_by,美常安
美常安,to_treat,紧张
紧张,treated_by,美常安
美常安,to_treat,暴饮暴食
暴饮暴食,treated_by,美常安
美常安,adverse_reaction,恶心
恶心,adverse_reaction_of,美常安
美常安,to_treat,胸骨后疝
胸骨后疝,treated_by,美常安
贫血,related_to,头晕
头晕,related_to,贫血
贫血,related_to,宫颈癌
宫颈癌,related_to,贫血
贫血,related_to,免疫缺陷病
免疫缺陷病,related_to,贫血
贫血,related_to,出血
出血,related_to,贫血
贫血,related_to,红细胞增多症
红细胞增多症,related_to,贫血
贫血,check_item,血常规检查
血常规检查,checked_for,贫血
头孢噻咪,to_treat,泌尿道感染
泌尿道感染,treated_by,头孢噻咪
头孢噻咪,to_treat,感染
感染,treated_by,头孢噻咪
头孢噻咪,to_treat,异位妊娠
异位妊娠,treated_by,头孢噻咪
头孢噻咪,to_treat,肺炎
肺炎,treated_by,头孢噻咪
头孢噻咪,to_treat,扁桃体炎
扁桃体炎,treated_by,头孢噻咪
头孢噻咪,adverse_reaction,哮喘
哮喘,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,水肿
水肿,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,谷丙转氨酶偏高
谷丙转氨酶偏高,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,高热
高热,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,寒战
寒战,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,血尿......
血尿......,adverse_reaction_of,头孢噻咪
头孢噻咪,adverse_reaction,感染
感染,adverse_reaction_of,头孢噻咪
头孢噻咪,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,头孢噻咪
头孢噻咪,to_treat,出血
出血,treated_by,头孢噻咪
头孢噻咪,to_treat,腹部损伤
腹部损伤,treated_by,头孢噻咪
头孢噻咪,to_treat,肿瘤
肿瘤,treated_by,头孢噻咪
盐酸金霉素软膏,to_treat,感染
感染,treated_by,盐酸金霉素软膏
盐酸金霉素软膏,to_treat,疼痛...
疼痛...,treated_by,盐酸金霉素软膏
盐酸金霉素软膏,to_treat,带状疱疹感染
带状疱疹感染,treated_by,盐酸金霉素软膏
盐酸金霉素软膏,to_treat,出血
出血,treated_by,盐酸金霉素软膏
盐酸金霉素软膏,to_treat,附睾慢性炎症
附睾慢性炎症,treated_by,盐酸金霉素软膏
盐酸金霉素软膏,to_treat,鼻中隔穿孔
鼻中隔穿孔,treated_by,盐酸金霉素软膏
男性更年期,contains_symptom,疲劳
疲劳,symptom_of,男性更年期
男性更年期,contains_symptom,刺痛
刺痛,symptom_of,男性更年期
男性更年期,contains_symptom,腹泻病
腹泻病,symptom_of,男性更年期
男性更年期,contains_symptom,肥胖
肥胖,symptom_of,男性更年期
男性更年期,contains_symptom,关节疼痛
关节疼痛,symptom_of,男性更年期
男性更年期,contains_symptom,头晕
头晕,symptom_of,男性更年期
男性更年期,contains_symptom,疼痛...
疼痛...,symptom_of,男性更年期
男性更年期,contains_symptom,耳鸣
耳鸣,symptom_of,男性更年期
男性更年期,contains_symptom,无力
无力,symptom_of,男性更年期
男性更年期,contains_symptom,食欲不振
食欲不振,symptom_of,男性更年期
男性更年期,contains_symptom,便秘
便秘,symptom_of,男性更年期
男性更年期,contains_symptom,心悸
心悸,symptom_of,男性更年期
男性更年期,contains_symptom,抑郁
抑郁,symptom_of,男性更年期
男性更年期,related_to,失眠症
失眠症,related_to,男性更年期
男性更年期,related_to,x综合征
x综合征,related_to,男性更年期
男性更年期,related_to,子宫肌瘤
子宫肌瘤,related_to,男性更年期
男性更年期,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,男性更年期
盐酸坦洛新缓释片,to_treat,尿频
尿频,treated_by,盐酸坦洛新缓释片
盐酸坦洛新缓释片,adverse_reaction,恶心
恶心,adverse_reaction_of,盐酸坦洛新缓释片
盐酸坦洛新缓释片,adverse_reaction,呕吐
呕吐,adverse_reaction_of,盐酸坦洛新缓释片
盐酸坦洛新缓释片,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,盐酸坦洛新缓释片
盐酸坦洛新缓释片,to_treat,前列腺炎
前列腺炎,treated_by,盐酸坦洛新缓释片
盐酸坦洛新缓释片,to_treat,大脑胶质瘤病
大脑胶质瘤病,treated_by,盐酸坦洛新缓释片
盐酸坦洛新缓释片,to_treat,红斑狼疮
红斑狼疮,treated_by,盐酸坦洛新缓释片
病毒性感染,contains_symptom,头痛
头痛,symptom_of,病毒性感染
病毒性感染,contains_symptom,发热
发热,symptom_of,病毒性感染
病毒性感染,contains_symptom,......咳嗽
......咳嗽,symptom_of,病毒性感染
病毒性感染,caused_by,病毒感染
病毒感染,lead_to,病毒性感染
病毒性感染,related_to,急性上呼吸道感染
急性上呼吸道感染,related_to,病毒性感染
病毒性感染,related_to,感染
感染,related_to,病毒性感染
病毒性感染,related_to,肺炎
肺炎,related_to,病毒性感染
病毒性感染,related_to,呼吸道白喉
呼吸道白喉,related_to,病毒性感染
病毒性感染,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,病毒性感染
病毒性感染,treated_by,清热解毒片
清热解毒片,to_treat,病毒性感染
病毒性感染,check_item,血常规检查
血常规检查,checked_for,病毒性感染
丙酸氟替卡松鼻喷雾剂,adverse_reaction,头痛
头痛,adverse_reaction_of,丙酸氟替卡松鼻喷雾剂
丙酸氟替卡松鼻喷雾剂,to_treat,鼻炎
鼻炎,treated_by,丙酸氟替卡松鼻喷雾剂
丙酸氟替卡松鼻喷雾剂,to_treat,......咳嗽
......咳嗽,treated_by,丙酸氟替卡松鼻喷雾剂
丙酸氟替卡松鼻喷雾剂,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,丙酸氟替卡松鼻喷雾剂
丙酸氟替卡松鼻喷雾剂,to_treat,变应性鼻炎
变应性鼻炎,treated_by,丙酸氟替卡松鼻喷雾剂
烦躁不安,related_to,紧张
紧张,related_to,烦躁不安
烦躁不安,related_to,流泪
流泪,related_to,烦躁不安
烦躁不安,related_to,抑郁
抑郁,related_to,烦躁不安
烦躁不安,related_to,早泄
早泄,related_to,烦躁不安
烦躁不安,related_to,失眠症
失眠症,related_to,烦躁不安
烦躁不安,check_item,血常规检查
血常规检查,checked_for,烦躁不安
烦躁不安,check_item,小气脑ct扫描
小气脑ct扫描,checked_for,烦躁不安
肾上腺髓质增生,contains_symptom,疼痛...
疼痛...,symptom_of,肾上腺髓质增生
肾上腺髓质增生,contains_symptom,紧张
紧张,symptom_of,肾上腺髓质增生
肾上腺髓质增生,contains_symptom,流产
流产,symptom_of,肾上腺髓质增生
肾上腺髓质增生,related_to,咽鼓管炎
咽鼓管炎,related_to,肾上腺髓质增生
肾上腺髓质增生,related_to,染色体异常
染色体异常,related_to,肾上腺髓质增生
肾上腺髓质增生,related_to,月经过多
月经过多,related_to,肾上腺髓质增生
肾上腺髓质增生,related_to,不孕症
不孕症,related_to,肾上腺髓质增生
肾上腺髓质增生,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,肾上腺髓质增生
肺活量体重指数检查,related_to,肺功能失常
肺功能失常,related_to,肺活量体重指数检查
肺活量体重指数检查,related_to,......咳嗽
......咳嗽,related_to,肺活量体重指数检查
肺活量体重指数检查,related_to,肺气肿
肺气肿,related_to,肺活量体重指数检查
肺活量体重指数检查,related_to,肺结核
肺结核,related_to,肺活量体重指数检查
肺活量体重指数检查,related_to,非典后遗症
非典后遗症,related_to,肺活量体重指数检查
肺活量体重指数检查,related_to,肌张力异常
肌张力异常,related_to,肺活量体重指数检查
代谢综合征,contains_symptom,高血压
高血压,symptom_of,代谢综合征
代谢综合征,contains_symptom,高尿酸血症
高尿酸血症,symptom_of,代谢综合征
代谢综合征,contains_symptom,肥胖
肥胖,symptom_of,代谢综合征
代谢综合征,contains_symptom,糖尿病
糖尿病,symptom_of,代谢综合征
代谢综合征,contains_symptom,蛋白尿
蛋白尿,symptom_of,代谢综合征
代谢综合征,contains_symptom,湿疹
湿疹,symptom_of,代谢综合征
代谢综合征,related_to,糖尿病
糖尿病,related_to,代谢综合征
代谢综合征,related_to,高脂血症
高脂血症,related_to,代谢综合征
代谢综合征,related_to,肥胖
肥胖,related_to,代谢综合征
代谢综合征,related_to,心血管疾病
心血管疾病,related_to,代谢综合征
代谢综合征,treated_by,高血糖素
高血糖素,to_treat,代谢综合征
代谢综合征,treated_by,非诺贝特
非诺贝特,to_treat,代谢综合征
复方樟脑乳膏,adverse_reaction,皮疹
皮疹,adverse_reaction_of,复方樟脑乳膏
复方樟脑乳膏,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,复方樟脑乳膏
复方樟脑乳膏,to_treat,丘疹性荨麻疹
丘疹性荨麻疹,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,神经性皮炎
神经性皮炎,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,过敏性皮炎
过敏性皮炎,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,湿疹
湿疹,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,荨麻疹
荨麻疹,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,传染性单核细胞增多症
传染性单核细胞增多症,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,水痘
水痘,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,多形红斑
多形红斑,treated_by,复方樟脑乳膏
复方樟脑乳膏,to_treat,皮疹
皮疹,treated_by,复方樟脑乳膏
上呼吸道感染,contains_symptom,......咳嗽
......咳嗽,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,发热
发热,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,感染
感染,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,充血
充血,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,普通感冒
普通感冒,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,咽炎
咽炎,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,肺炎
肺炎,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,疼痛...
疼痛...,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,......压痛
......压痛,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,头痛
头痛,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,鼻塞
鼻塞,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,咽痛
咽痛,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,乏力
乏力,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,畏寒
畏寒,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,水肿
水肿,symptom_of,上呼吸道感染
上呼吸道感染,contains_symptom,淋巴结肿大
淋巴结肿大,symptom_of,上呼吸道感染
上呼吸道感染,complication_to,喉炎
喉炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,鼻旁窦炎
鼻旁窦炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,颈淋巴结炎
颈淋巴结炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,中耳炎
中耳炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,支气管肺炎
支气管肺炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,心肌炎
心肌炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,气管炎
气管炎,complication_to,上呼吸道感染
上呼吸道感染,complication_to,风湿热
风湿热,complication_to,上呼吸道感染
上呼吸道感染,check_item,血常规检查
血常规检查,checked_for,上呼吸道感染
上呼吸道感染,caused_by,肺炎支原体肺炎
肺炎支原体肺炎,lead_to,上呼吸道感染
上呼吸道感染,related_to,感染
感染,related_to,上呼吸道感染
上呼吸道感染,related_to,肺炎
肺炎,related_to,上呼吸道感染
上呼吸道感染,related_to,病毒感染
病毒感染,related_to,上呼吸道感染
上呼吸道感染,treated_by,球红霉素
球红霉素,to_treat,上呼吸道感染
间质瘤,contains_symptom,腹部不适
腹部不适,symptom_of,间质瘤
间质瘤,contains_symptom,食管癌
食管癌,symptom_of,间质瘤
间质瘤,contains_symptom,腹痛
腹痛,symptom_of,间质瘤
间质瘤,contains_symptom,肿瘤
肿瘤,symptom_of,间质瘤
间质瘤,related_to,肿瘤
肿瘤,related_to,间质瘤
间质瘤,related_to,类肉瘤病
类肉瘤病,related_to,间质瘤
间质瘤,related_to,胃炎
胃炎,related_to,间质瘤
间质瘤,related_to,十二指肠瘘
十二指肠瘘,related_to,间质瘤
间质瘤,check_item,超声内镜检查
超声内镜检查,checked_for,间质瘤
十一酸睾酮,to_treat,再生障碍性贫血
再生障碍性贫血,treated_by,十一酸睾酮
十一酸睾酮,to_treat,贫血
贫血,treated_by,十一酸睾酮
十一酸睾酮,adverse_reaction,肝功能异常
肝功能异常,adverse_reaction_of,十一酸睾酮
十一酸睾酮,adverse_reaction,阴茎异常勃起
阴茎异常勃起,adverse_reaction_of,十一酸睾酮
十一酸睾酮,adverse_reaction,红细胞增多症
红细胞增多症,adverse_reaction_of,十一酸睾酮
十一酸睾酮,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,十一酸睾酮
十一酸睾酮,to_treat,雄激素过多
雄激素过多,treated_by,十一酸睾酮
十一酸睾酮,to_treat,肾功能衰竭
肾功能衰竭,treated_by,十一酸睾酮
淋巴结结核,related_to,淋巴结肿大
淋巴结肿大,related_to,淋巴结结核
淋巴结结核,related_to,淋巴瘤
淋巴瘤,related_to,淋巴结结核
淋巴结结核,related_to,肺结核
肺结核,related_to,淋巴结结核
淋巴结结核,related_to,结核病
结核病,related_to,淋巴结结核
淋巴结结核,related_to,传染性红斑
传染性红斑,related_to,淋巴结结核
淋巴结结核,related_to,淋巴结节
淋巴结节,related_to,淋巴结结核
淋巴结结核,related_to,其他症状
其他症状,related_to,淋巴结结核
淋巴结结核,related_to,发热
发热,related_to,淋巴结结核
健胃消食口服液,to_treat,功能性消化不良
功能性消化不良,treated_by,健胃消食口服液
健胃消食口服液,to_treat,腹胀
腹胀,treated_by,健胃消食口服液
健胃消食口服液,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,健胃消食口服液
健胃消食口服液,to_treat,肝功能衰竭
肝功能衰竭,treated_by,健胃消食口服液
颈动脉彩超检查,related_to,颈动脉痛
颈动脉痛,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,转氨酶增高
转氨酶增高,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,血清甲胎蛋白升高
血清甲胎蛋白升高,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,动脉硬化
动脉硬化,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,乙肝携带者
乙肝携带者,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,出血
出血,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,乙型肝炎
乙型肝炎,related_to,颈动脉彩超检查
颈动脉彩超检查,related_to,排卵期出血
排卵期出血,related_to,颈动脉彩超检查
结节性甲状腺肿,contains_symptom,食管癌
食管癌,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,结节
结节,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,心悸
心悸,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,甲状腺肿
甲状腺肿,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,出血
出血,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,毒蛇咬伤
毒蛇咬伤,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,疼痛...
疼痛...,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,甲状旁腺功能亢进症
甲状旁腺功能亢进症,symptom_of,结节性甲状腺肿
结节性甲状腺肿,contains_symptom,淋巴结节
淋巴结节,symptom_of,结节性甲状腺肿
结节性甲状腺肿,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,结节性甲状腺肿
结节性甲状腺肿,check_item,甲状球蛋白
甲状球蛋白,checked_for,结节性甲状腺肿
结节性甲状腺肿,related_to,类肉瘤病
类肉瘤病,related_to,结节性甲状腺肿
结节性甲状腺肿,related_to,甲状旁腺功能亢进症
甲状旁腺功能亢进症,related_to,结节性甲状腺肿
结节性甲状腺肿,related_to,淋巴结肿大
淋巴结肿大,related_to,结节性甲状腺肿
结节性甲状腺肿,related_to,腹部损伤
腹部损伤,related_to,结节性甲状腺肿
结节性甲状腺肿,treated_by,甲状腺片
甲状腺片,to_treat,结节性甲状腺肿
肤痔清软膏,to_treat,湿疹
湿疹,treated_by,肤痔清软膏
肤痔清软膏,to_treat,小儿多发性肾小管功能障碍综合征
小儿多发性肾小管功能障碍综合征,treated_by,肤痔清软膏
肤痔清软膏,to_treat,..阴道炎
..阴道炎,treated_by,肤痔清软膏
大脚菇,to_treat,疼痛...
疼痛...,treated_by,大脚菇
大脚菇,to_treat,腹泻病
腹泻病,treated_by,大脚菇
大脚菇,to_treat,功能性消化不良
功能性消化不良,treated_by,大脚菇
大脚菇,to_treat,糖尿病
糖尿病,treated_by,大脚菇
大脚菇,to_treat,毛细血管瘤
毛细血管瘤,treated_by,大脚菇
大脚菇,to_treat,腹部损伤
腹部损伤,treated_by,大脚菇
大脚菇,to_treat,水肿
水肿,treated_by,大脚菇
瘀血,related_to,出血
出血,related_to,瘀血
瘀血,related_to,感染
感染,related_to,瘀血
瘀血,related_to,腹部损伤
腹部损伤,related_to,瘀血
瘀血,related_to,疼痛...
疼痛...,related_to,瘀血
眼压计测量法,related_to,高血压
高血压,related_to,眼压计测量法
眼压计测量法,related_to,紧张
紧张,related_to,眼压计测量法
眼压计测量法,related_to,......咳嗽
......咳嗽,related_to,眼压计测量法
眼压计测量法,related_to,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,related_to,眼压计测量法
眼压计测量法,related_to,感染
感染,related_to,眼压计测量法
十二指肠白点综合征,complication_to,萎缩性胃炎
萎缩性胃炎,complication_to,十二指肠白点综合征
十二指肠白点综合征,complication_to,消化性溃疡
消化性溃疡,complication_to,十二指肠白点综合征
十二指肠白点综合征,complication_to,十二指肠溃疡
十二指肠溃疡,complication_to,十二指肠白点综合征
十二指肠白点综合征,complication_to,胃炎
胃炎,complication_to,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,恶心
恶心,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,疼痛...
疼痛...,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,功能性消化不良
功能性消化不良,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,嗳气
嗳气,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,胰腺炎
胰腺炎,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,萎缩性胃炎
萎缩性胃炎,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,溃疡病
溃疡病,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,充血
充血,symptom_of,十二指肠白点综合征
十二指肠白点综合征,contains_symptom,呕吐
呕吐,symptom_of,十二指肠白点综合征
十二指肠白点综合征,related_to,幽门螺杆菌感染
幽门螺杆菌感染,related_to,十二指肠白点综合征
十二指肠白点综合征,related_to,腰痛
腰痛,related_to,十二指肠白点综合征
十二指肠白点综合征,treated_by,奥美拉唑
奥美拉唑,to_treat,十二指肠白点综合征
围术期伴发的精神障碍,contains_symptom,疼痛...
疼痛...,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,contains_symptom,紧张
紧张,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,contains_symptom,癫痫发作
癫痫发作,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,contains_symptom,头痛
头痛,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,contains_symptom,牙龈出血
牙龈出血,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,contains_symptom,高血压
高血压,symptom_of,围术期伴发的精神障碍
围术期伴发的精神障碍,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,围术期伴发的精神障碍
转移癌,check_item,小气脑ct扫描
小气脑ct扫描,checked_for,转移癌
转移癌,contains_symptom,......咳嗽
......咳嗽,symptom_of,转移癌
转移癌,contains_symptom,呼吸困难
呼吸困难,symptom_of,转移癌
转移癌,contains_symptom,淋巴结节
淋巴结节,symptom_of,转移癌
转移癌,related_to,肿瘤
肿瘤,related_to,转移癌
转移癌,related_to,腹部损伤
腹部损伤,related_to,转移癌
转移癌,related_to,口咽癌
口咽癌,related_to,转移癌
